ppl,trial,sample,log_predictive,average_log_predictive
stan,2,33,-183.7791619456534,-181.7281190228462
stan,2,34,-186.53023838715964,-181.7568650499533
stan,2,36,-189.60028749106363,-181.8124234246656
stan,2,38,-202.10917547308603,-181.8650671570802
stan,2,39,-196.93345660955424,-181.89038495773934
stan,2,41,-197.22096058857065,-181.93917376144017
stan,2,43,-183.0680545524461,-181.97802269540185
stan,2,45,-182.94188711555412,-182.0132647212634
stan,2,47,-186.1396395213273,-182.05546736555013
stan,2,50,-187.21532402514453,-181.89639423225495
stan,2,52,-191.1654361215364,-181.91553578135125
stan,2,54,-190.42568004670986,-181.95255324205803
stan,2,57,-194.21964372441977,-181.99834862969453
stan,2,60,-184.8324804301812,-182.04776670563584
stan,2,63,-199.82617633460418,-182.0957609982598
stan,2,66,-188.87439290128708,-182.14155252609973
stan,2,69,-185.4296537609505,-182.18459312195813
stan,2,72,-193.9498310905342,-182.22652765601396
stan,2,75,-192.14084939127792,-182.2649840712234
stan,2,79,-185.58722041961914,-182.29866198373398
stan,2,83,-192.896948812954,-182.3430252949616
stan,2,87,-186.90935664726774,-182.38942079028433
stan,2,91,-183.13578350147287,-182.41210011952944
stan,2,95,-179.28160832743262,-180.54190666004965
stan,3,1,-862.3124665215066,-862.3124665215066
stan,3,2,-862.3124665215066,-862.3124665215066
stan,3,3,-862.3124665215066,-862.3124665215066
stan,3,4,-713.6289486003475,-715.2383865127816
stan,3,5,-549.0193891879353,-550.8111486571634
stan,3,6,-276.2973217053028,-278.2432318543581
stan,3,7,-276.2973217053028,-277.6836160664227
stan,3,8,-262.78680162111004,-264.9840234852258
stan,3,9,-252.8867007360609,-255.18923566055685
stan,3,10,-210.79370484052737,-213.19160011332573
stan,3,11,-197.15165127315657,-199.63655673353574
stan,3,12,-190.54465341255803,-193.1082527984319
stan,3,13,-190.4322714774588,-192.43215738707758
stan,3,14,-190.5451023181039,-192.11492118364202
stan,3,15,-189.9049438591769,-191.7046547167087
stan,3,16,-187.25325476324716,-189.91537968715787
stan,3,17,-182.06957045940857,-184.9533106459874
stan,3,18,-181.91073066213426,-184.2352334468502
stan,3,19,-194.36052909731376,-184.28652463316342
stan,3,20,-193.46187313121237,-184.33530961928983
stan,3,21,-191.2018030899136,-184.38178001116043
stan,3,22,-195.48448837467586,-184.42623108866562
stan,3,23,-186.9112320334773,-184.46517440301346
stan,3,25,-186.69551509166448,-184.53629934222647
stan,3,26,-188.23795838309437,-184.57309079195457
stan,3,27,-184.59590825596757,-184.57389679934747
stan,3,28,-180.96516372256886,-183.7680484499308
stan,3,30,-191.15455389333584,-183.82360083711905
stan,3,31,-191.15455389333584,-183.85532840826696
stan,3,33,-184.48299393348668,-183.899406790645
stan,3,34,-188.591189603465,-183.92812464851417
stan,3,36,-195.27606462436717,-183.98369382694756
stan,3,38,-190.3913046530175,-184.03611744989342
stan,3,39,-190.3913046530175,-184.06139070220718
stan,3,41,-194.2634215091348,-184.1101798601784
stan,3,43,-192.88679706959635,-184.15668286210823
stan,3,45,-185.7536560047749,-184.19653905957927
stan,3,47,-182.74345497973692,-184.10385269660208
stan,3,50,-199.11405150903335,-181.76403828006107
stan,3,52,-180.87720821218963,-181.75600603510566
stan,3,54,-197.29905171525184,-181.79304717375618
stan,3,57,-190.29672890942834,-181.84612189887469
stan,3,60,-181.09255631447718,-181.86057730208756
stan,3,63,-181.69729049593417,-181.55220370424166
stan,3,66,-190.13862544032122,-181.5975745830111
stan,3,69,-189.70917882056142,-181.6413719082887
stan,3,72,-183.5889763106474,-181.68115765756679
stan,3,75,-197.92003471543032,-181.71547002759058
stan,3,79,-190.0809602296365,-181.76624776613156
stan,3,83,-188.04679729832134,-181.8136538281948
stan,3,87,-193.025998274154,-181.86017279588467
stan,3,91,-191.25241127061298,-181.90452735169018
stan,3,95,-183.874736991723,-181.9455522683825
stan,4,1,-1142.0423920227295,-1142.0423920227295
stan,4,2,-1142.0423920227295,-1142.0423920227295
stan,4,3,-1142.0423920227295,-1142.0423920227295
stan,4,4,-987.389138818961,-988.9985767313951
stan,4,5,-543.2074062510449,-544.9991657202729
stan,4,6,-405.3654222747964,-407.3113324238517
stan,4,7,-405.3654222747964,-406.7517166359163
stan,4,8,-402.5669553629385,-404.64923940949166
stan,4,9,-392.6975775587145,-395.0001046168252
stan,4,10,-349.7535171826469,-352.15141245544527
stan,4,11,-302.3481972444754,-304.8331038942634
stan,4,12,-295.06046141870667,-297.62472713519134
stan,4,13,-278.3399172879002,-280.9789745627311
stan,4,14,-243.8368540891437,-246.5449042902459
stan,4,15,-243.8368540891437,-245.91629563082356
stan,4,16,-241.53905222073894,-244.1891452133777
stan,4,17,-211.03000843802698,-213.9203801959231
stan,4,18,-195.98520109059007,-198.92963977725836
stan,4,19,-180.67224888301422,-183.6679809328664
stan,4,20,-180.67224888301422,-183.02362402832682
stan,4,21,-192.1094948572138,-183.07013865089277
stan,4,22,-181.22984132054194,-182.86282722306746
stan,4,23,-195.8571256655253,-182.90538673864916
stan,4,25,-183.17937771469633,-182.95424013085886
stan,4,26,-185.3746657980794,-182.98856768228268
stan,4,27,-191.65615500344,-183.02492895337156
stan,4,28,-184.5114321366228,-183.051975500674
stan,4,30,-184.61525214471087,-183.10432547152328
stan,4,31,-189.64365349455784,-183.1360275431995
stan,4,33,-189.5522998937777,-183.1950458153224
stan,4,34,-188.38123071135072,-183.22386885674922
stan,4,36,-187.18909078472518,-183.2788359022797
stan,4,38,-186.7453104224873,-183.32979311675285
stan,4,39,-180.48100356002777,-182.98856668814392
stan,4,41,-188.1618978629666,-183.0372143499071
stan,4,43,-195.34449846892315,-183.08372429260075
stan,4,45,-196.6128809305894,-183.12812811408827
stan,4,47,-191.04022551221317,-181.12635157340983
stan,4,50,-183.38663090781262,-181.18479209127528
stan,4,52,-179.4384524147774,-181.1167052230049
stan,4,54,-196.27117846131927,-181.14889672420784
stan,4,57,-183.9508539903076,-181.20087783573163
stan,4,60,-194.38685958158428,-181.2486793045103
stan,4,63,-181.4693498696099,-181.28354167626387
stan,4,66,-178.37176053719006,-181.0745488324885
stan,4,69,-197.09688638515155,-181.1183505824584
stan,4,72,-184.640513718327,-181.15983720463484
stan,4,75,-191.45999670123416,-181.2000739300155
stan,4,79,-188.05273214009947,-181.25135332129506
stan,4,83,-196.33965498978012,-181.30013523279317
stan,4,87,-193.50165236648468,-181.34637364470512
stan,4,91,-183.41415852355397,-181.37964901178998
stan,4,95,-189.26338574501682,-181.4214193986782
stan,5,1,-447.7131928503743,-447.7131928503743
stan,5,2,-447.7131928503743,-447.7131928503743
stan,5,3,-447.7131928503743,-447.7131928503743
stan,5,4,-400.3959684498501,-402.0054063622842
stan,5,5,-253.3432910252355,-255.13505049446354
stan,5,6,-247.31680708888865,-249.26030618014602
stan,5,7,-237.59464360214162,-239.6740250607525
stan,5,8,-210.03384716052446,-212.2310717378596
stan,5,9,-190.6659203762329,-192.96850546534884
stan,5,10,-189.91442487716284,-191.925928686941
stan,5,11,-189.91442487716284,-191.49444127072874
stan,5,12,-185.9151909367578,-188.43583183703592
stan,5,13,-189.99865639262276,-188.49394961588757
stan,5,14,-195.45500314459977,-188.56287476843886
stan,5,15,-184.76825363378768,-187.25013632432723
stan,5,16,-209.40900814527373,-187.31076094612877
stan,5,17,-195.6368281608161,-187.36790511757658
stan,5,18,-196.08611324401414,-187.421963251108
stan,5,19,-196.16739198193886,-187.4732481672489
stan,5,20,-183.6853434329419,-186.35633190815082
stan,5,21,-188.650625340778,-186.39806186146728
stan,5,22,-188.650625340778,-186.4377463970774
stan,5,23,-187.04909036432952,-186.4569877845619
stan,5,25,-191.94930358973568,-186.2422569271391
stan,5,26,-191.94930358973568,-186.2798694759612
stan,5,27,-191.5979464720634,-186.31605557470274
stan,5,28,-196.92296990176897,-186.35114601078843
stan,5,30,-186.40287433935234,-183.1882972615637
stan,5,31,-194.97434704343556,-183.22004571439504
stan,5,33,-184.1535526967709,-183.26821436830795
stan,5,34,-184.1535526967709,-183.28514039256177
stan,5,36,-184.19664244355698,-183.32929037523084
stan,5,38,-180.33298230570225,-182.9426857350509
stan,5,39,-181.21221779374554,-182.83286108302022
stan,5,41,-184.19747554456353,-182.79835533159354
stan,5,43,-187.2347749530501,-182.81476298442405
stan,5,45,-195.36952549355215,-182.85920465415367
stan,5,47,-193.61831997985837,-182.90175931551875
stan,5,50,-199.56997421501205,-182.87093387648648
stan,5,52,-189.65344323487602,-182.90608709492383
stan,5,54,-181.67586360170395,-182.8805494506963
stan,5,57,-181.23411560134605,-182.83604302544344
stan,5,60,-185.84534938626,-182.87103768360103
stan,5,63,-190.61219697145458,-182.91872617529418
stan,5,66,-190.15411664020044,-182.96452129082422
stan,5,69,-183.98021518987036,-182.44893760726205
stan,5,72,-185.2288209653198,-182.48996694452472
stan,5,75,-180.8533252278378,-182.4622149453752
stan,5,79,-189.96165937476576,-182.50254826018275
stan,5,83,-183.08734687515556,-182.5347991306293
stan,5,87,-195.6469831076168,-182.58129748938393
stan,5,91,-188.57876256842275,-182.31845636931354
stan,5,95,-189.1981754154533,-182.1842311392603
stan,6,1,-407.5672747451467,-407.5672747451467
stan,6,2,-407.5672747451467,-407.5672747451467
stan,6,3,-407.5672747451467,-407.5672747451467
stan,6,4,-281.9696013845331,-283.5790392969672
stan,6,5,-217.90057528102975,-219.6923347502578
stan,6,6,-212.71222702254275,-214.65257147094977
stan,6,7,-208.15725765530254,-210.2261811977387
stan,6,8,-198.32857830213675,-200.52574842734236
stan,6,9,-186.96709609476386,-189.26966955206922
stan,6,10,-190.11153864972317,-189.32279185127936
stan,6,11,-184.93264533243354,-187.28969713878422
stan,6,12,-186.18572235761923,-187.1455214936706
stan,6,13,-186.18572235761923,-187.03659201595585
stan,6,14,-188.06229611190955,-187.08029705640757
stan,6,15,-193.70690865103944,-187.1447472718495
stan,6,16,-185.53196651466692,-186.9326412486043
stan,6,17,-184.16629830779726,-186.3295288312681
stan,6,18,-184.16629830779726,-185.98933438525148
stan,6,19,-190.6538934323778,-186.0401318340337
stan,6,20,-184.9347587317248,-185.94827561407936
stan,6,21,-180.7051930736208,-183.6910084836265
stan,6,22,-204.70529342950607,-183.73546024616334
stan,6,23,-194.82386216316792,-183.77801919585983
stan,6,25,-193.02600312350506,-183.8580578684297
stan,6,26,-196.69288812186173,-183.89579809386373
stan,6,27,-196.69288812186173,-183.9321656354858
stan,6,28,-192.2036460129846,-183.96724782296488
stan,6,30,-184.72493061255676,-184.01790343255618
stan,6,31,-183.4045975795036,-183.9917933597216
stan,6,33,-190.40600586224707,-184.05108648277863
stan,6,34,-193.32503353407955,-184.08007125973214
stan,6,36,-179.15105750727005,-182.5362855520989
stan,6,38,-181.0842757459872,-181.94003881923481
stan,6,39,-188.66968138001013,-181.96532598768832
stan,6,41,-193.11502893785507,-181.7115269690644
stan,6,43,-189.89392715528723,-181.75803367382554
stan,6,45,-189.06538271273038,-181.8024216467622
stan,6,47,-191.40528765794568,-181.84495936326562
stan,6,50,-186.54273372503104,-181.9042641018472
stan,6,52,-184.54829377947334,-181.92213272015584
stan,6,54,-184.302573976885,-181.95735278552885
stan,6,57,-180.43256488048598,-181.92997674241104
stan,6,60,-194.86417919477915,-181.98037206455513
stan,6,63,-196.98838836100452,-182.0283812686783
stan,6,66,-186.50231143437333,-182.0195250962069
stan,6,69,-191.10084534259872,-182.06332046412368
stan,6,72,-187.87409922256037,-182.07073518841156
stan,6,75,-190.01030247795075,-182.11072080137583
stan,6,79,-192.26111528334644,-181.8351796632046
stan,6,83,-197.72064367940573,-181.88391524140292
stan,6,87,-184.26943739406224,-181.92933965180117
stan,6,91,-191.01029535512535,-181.97378517221148
stan,6,95,-179.42263006879955,-181.88585309913933
stan,7,1,-1626.6384244106096,-1626.6384244106096
stan,7,2,-1626.6384244106096,-1626.6384244106096
stan,7,3,-1626.6384244106096,-1626.6384244106096
stan,7,4,-498.03317688188986,-499.64261479432395
stan,7,5,-429.0772552189516,-430.8690146881797
stan,7,6,-344.7559341450494,-346.7018442941047
stan,7,7,-344.7559341450494,-346.1422285061693
stan,7,8,-335.515540771719,-337.71257128906603
stan,7,9,-248.12946906360838,-250.43205415660242
stan,7,10,-207.0567951208389,-209.45469039363726
stan,7,11,-186.82849860275616,-189.3134052509037
stan,7,12,-195.4319374190214,-189.3932645016318
stan,7,13,-195.79915695240237,-189.46724542067116
stan,7,14,-186.64581974891382,-188.74775541224167
stan,7,15,-190.04109283940286,-188.79416894663746
stan,7,16,-191.67781072153372,-188.85130399507486
stan,7,17,-191.18631093274416,-188.90278386763373
stan,7,18,-183.68228864894513,-186.53388983338763
stan,7,19,-180.43041436189384,-183.38455696289324
stan,7,20,-188.13055196129505,-183.43291290061586
stan,7,21,-186.31534023847465,-183.47676986199437
stan,7,22,-191.6425026113933,-183.52120870518021
stan,7,23,-183.9960663761909,-183.5370851729982
stan,7,25,-201.9631110317057,-183.61712787984283
stan,7,26,-180.55653010593215,-183.05560259276368
stan,7,27,-180.9646302151906,-182.8298116751624
stan,7,28,-188.79484288958162,-182.8648113218729
stan,7,30,-198.3243073570967,-182.93150268304686
stan,7,31,-200.26001112848974,-182.96325138039992
stan,7,33,-183.07324734093905,-182.99626548385268
stan,7,34,-182.35095270079808,-182.97069288830414
stan,7,36,-192.67404392574863,-183.02626099082656
stan,7,38,-202.19803578331178,-183.07888814941373
stan,7,39,-194.17125023102813,-183.10420556693163
stan,7,41,-186.35176274883753,-183.15058770518044
stan,7,43,-183.40172346841885,-183.12097305532532
stan,7,45,-178.4554454966305,-181.4027071873361
stan,7,47,-186.37735162226244,-181.44497992844558
stan,7,50,-186.419319449537,-181.5054270617516
stan,7,52,-187.61275717297232,-181.54357015522572
stan,7,54,-189.0071645785727,-181.5550015176415
stan,7,57,-185.67962649534655,-181.60141629552265
stan,7,60,-193.3677833697449,-181.65184346453978
stan,7,63,-189.88854676445024,-181.6997622947047
stan,7,66,-187.75035769093842,-181.57058783908312
stan,7,69,-182.40946369341856,-181.60787999475372
stan,7,72,-193.13642480999403,-181.64983358890427
stan,7,75,-182.00900960303008,-181.68045840926084
stan,7,79,-206.6039324218068,-181.73172691511468
stan,7,83,-203.80360644251826,-181.7805159266442
stan,7,87,-185.66880276354527,-181.82678081417336
stan,7,91,-187.32593206047358,-181.87060642463067
stan,7,95,-183.80511595817114,-181.91157614512275
stan,8,1,-1105.1075520785746,-1105.1075520785746
stan,8,2,-1105.1075520785746,-1105.1075520785746
stan,8,3,-1105.1075520785746,-1105.1075520785746
stan,8,4,-905.0991864912827,-906.7086244037168
stan,8,5,-304.7048765994489,-306.49663606867693
stan,8,6,-259.67294745446225,-261.61885760351754
stan,8,7,-259.67294745446225,-261.05924181558214
stan,8,8,-238.97264502837072,-241.1698696036605
stan,8,9,-211.7673302341087,-214.0699153271012
stan,8,10,-193.6657844942216,-196.0636797532606
stan,8,11,-204.06103891938238,-196.15066055347228
stan,8,12,-184.41598708836432,-186.98084031637998
stan,8,13,-190.80916002883816,-187.05327690724755
stan,8,14,-190.80916002883816,-187.12060118630313
stan,8,15,-190.20561808711744,-187.18209572764948
stan,8,16,-183.20659417354184,-185.77719854436017
stan,8,17,-192.32881818516233,-185.8342729734211
stan,8,18,-190.07795775746712,-185.88754303469292
stan,8,19,-190.07795775746712,-185.9380398040399
stan,8,20,-192.35406886977734,-185.9867482147323
stan,8,21,-192.39077736262976,-186.03318942984907
stan,8,22,-191.79027108439988,-186.07749755177935
stan,8,23,-183.204266113991,-185.54946818197513
stan,8,25,-190.33757373365202,-184.96401054535337
stan,8,26,-182.195703045548,-184.52380657446304
stan,8,27,-193.00552107872437,-184.5601665437333
stan,8,28,-189.95489875087935,-184.59509571825748
stan,8,30,-193.23664886387667,-182.15117709690804
stan,8,31,-188.26507950107867,-182.18285444608378
stan,8,33,-203.03661243798905,-182.2397229320068
stan,8,34,-182.24908173426877,-182.2399891144294
stan,8,36,-190.15270211518322,-182.29553804808236
stan,8,38,-195.1072881493051,-182.34706490838315
stan,8,39,-191.7965364853581,-182.37238069762185
stan,8,41,-189.64280211734305,-182.42110900934128
stan,8,43,-193.96570015917385,-182.46761915764432
stan,8,45,-195.1281309574581,-182.5120707632601
stan,8,47,-188.54356796899737,-182.54810200935165
stan,8,50,-184.76331474229391,-182.60608461573298
stan,8,52,-183.93279631260856,-182.637278827874
stan,8,54,-182.10779056471304,-182.62241722146607
stan,8,57,-186.07021884336814,-182.65557264150124
stan,8,60,-209.13833748955255,-182.70467945856808
stan,8,63,-187.81322175791968,-182.7522773951414
stan,8,66,-189.53710154425482,-182.79801650321312
stan,8,69,-193.81992606299633,-182.80324388227388
stan,8,72,-193.21557554844782,-182.69222196832038
stan,8,75,-191.93389766648284,-182.72482010471484
stan,8,79,-197.75455534378418,-182.7760868698364
stan,8,83,-189.93654237602323,-182.8248028502685
stan,8,87,-190.92210978734732,-182.87131914835308
stan,8,91,-184.31623247578605,-182.91185290692496
stan,8,95,-185.06103220471698,-182.9480675988167
stan,9,1,-2324.06569803566,-2324.06569803566
stan,9,2,-2324.06569803566,-2324.06569803566
stan,9,3,-2324.06569803566,-2324.06569803566
stan,9,4,-1974.0428626468995,-1975.6523005593335
stan,9,5,-1324.5723827808783,-1326.3641422501064
stan,9,6,-293.32000456366256,-295.26591471271786
stan,9,7,-289.75383121822665,-291.8054010082683
stan,9,8,-273.4975756313527,-275.6948001191313
stan,9,9,-230.7448124635405,-233.04739755653455
stan,9,10,-230.7448124635405,-232.44956055577893
stan,9,11,-197.80479330452738,-200.28969995431538
stan,9,12,-197.55532345478522,-199.54410124553706
stan,9,13,-182.5485632901246,-185.1876200791413
stan,9,14,-191.97837205462565,-185.25653265934145
stan,9,15,-191.88249863325285,-185.3209828177555
stan,9,16,-190.37532506214902,-185.38120867140984
stan,9,17,-190.37532506214902,-185.43796847604037
stan,9,18,-197.86923373066142,-185.49203547554333
stan,9,19,-175.13902514133346,-178.13415156256656
stan,9,20,-193.29769122077818,-178.18294171374842
stan,9,21,-189.0297169188231,-178.22946080237017
stan,9,22,-189.94877112220746,-178.27391219515928
stan,9,23,-191.7610746574867,-178.31647174920104
stan,9,25,-190.75807423569796,-178.3965067702736
stan,9,26,-193.75342330956082,-178.4342470900226
stan,9,27,-184.84170903837327,-178.47055365439365
stan,9,28,-191.30255180662812,-178.5056448787109
stan,9,30,-189.8585765059093,-178.5723358440472
stan,9,31,-193.42556455659818,-178.60408453093396
stan,9,33,-200.03644563519862,-178.66470707110597
stan,9,34,-200.98027816479208,-178.69369460797324
stan,9,36,-199.3797447787377,-178.74926445884128
stan,9,38,-181.67609176664618,-178.79901687785406
stan,9,39,-184.90463394490632,-178.82427750017357
stan,9,41,-192.80764560121133,-178.8730662686645
stan,9,43,-184.92308074547432,-178.9194608621468
stan,9,45,-193.10912700490098,-178.96325170490093
stan,9,47,-190.53467566719098,-179.00581090924172
stan,9,50,-191.78258565164384,-179.0659974003718
stan,9,52,-184.8314079127457,-179.1043997965224
stan,9,54,-193.76933403499203,-179.14136005958957
stan,9,57,-189.22342700463196,-179.19446890089617
stan,9,60,-199.7535572285883,-179.2448759430122
stan,9,63,-182.84160654527108,-179.29243546762564
stan,9,66,-190.19114555874216,-179.33819419748298
stan,9,69,-178.57417382776566,-179.34906009818218
stan,9,72,-179.52534508299354,-179.3791163854033
stan,9,75,-187.02739298330266,-179.4130414562656
stan,9,79,-180.17629108390886,-179.45821807817742
stan,9,83,-185.82692852048154,-179.50576074100968
stan,9,87,-194.7832472775479,-179.55228072947807
stan,9,91,-192.48647681704827,-179.59673183516296
stan,9,95,-188.71443916925844,-179.63895860653844
