ppl,trial,n_eff,num_unique,compile_time,inference_time
stan,0,51.16582107543945,9,51.61064600944519,0.12808918952941895
stan,1,102.10437774658203,2,51.61064600944519,0.14058423042297363
stan,2,102.10437774658203,2,51.61064600944519,0.10730886459350586
stan,3,26.324251174926758,16,51.61064600944519,0.21946263313293457
stan,4,21.58209991455078,14,51.61064600944519,0.17248058319091797
stan,5,50.27463912963867,3,51.61064600944519,0.1433579921722412
stan,6,44.07660675048828,7,51.61064600944519,0.1259629726409912
stan,7,102.1192626953125,4,51.61064600944519,0.11301779747009277
stan,8,38.247398376464844,7,51.61064600944519,0.10482358932495117
stan,9,52.41246032714844,9,51.61064600944519,0.19778013229370117
