ppl,trial,n_eff,num_unique,compile_time,inference_time
stan,0,2.3924477100372314,94,49.960978746414185,0.3363654613494873
stan,1,5.017298221588135,94,47.561803102493286,0.27304816246032715
stan,2,3.7786617279052734,94,47.61245012283325,0.2969624996185303
stan,3,5.739559173583984,94,48.53089189529419,0.479794979095459
stan,4,2.6203393936157227,95,50.96396255493164,0.2847168445587158
stan,5,5.258647441864014,88,48.015673875808716,0.33098697662353516
stan,6,3.8299856185913086,94,48.771318435668945,0.5327854156494141
stan,7,2.428065299987793,94,48.58370518684387,0.3143172264099121
stan,8,2.7836785316467285,95,47.24221444129944,0.35217976570129395
stan,9,,96,48.160712480545044,0.9020819664001465
